135	0	-11.15
135	5	-10.89
135	10	-10.2
135	15	-9.28
135	20	-8.27
135	25	-7.3
135	30	-6.42
135	35	-5.63
135	40	-4.97
135	45	-4.42
135	50	-3.99
135	55	-3.7
135	60	-3.55
135	65	-3.58
135	70	-3.84
135	75	-4.47
135	80	-5.82
135	85	-9.19
135	90	-30
