45	0	-11.15
45	5	-9.93
45	10	-8.38
45	15	-6.72
45	20	-5.07
45	25	-3.52
45	30	-2.1
45	35	-0.81
45	40	0.34
45	45	1.33
45	50	2.18
45	55	2.86
45	60	3.35
45	65	3.63
45	70	3.63
45	75	3.21
45	80	2.01
45	85	-1.27
45	90	-30
