
0.00308074	-0.00260652	-0.0130678	-0.00261382	0.00341459	0.0649871	-0.0130162	0.0646721	-0.00016891	-0	-0.010572	0.0236236	-0.0105699	0.00390871	0.0391873	0.0236274	0.0389819	-2.74179e-05
-0.00260652	0.0384846	-0.0700114	0.0384834	-0.0163023	-0.18946	-0.0700684	-0.188489	0.000236998	0.010572	-0	-0.0648313	-2.68665e-05	0.00841064	0.189857	-0.0646573	0.18895	-0.000556441
-0.0130678	-0.0700114	0.23658	-0.069964	0.0154886	0.0248327	0.236391	0.0245943	0.000506234	-0.0236236	0.0648313	-0	0.0648782	-0.0427635	-0.664555	-0.00041258	-0.661269	0.00141153
-0.00261382	0.0384834	-0.069964	0.0384823	-0.0163077	-0.189587	-0.0700211	-0.188615	0.000237379	0.0105699	2.68665e-05	-0.0648782	-0	0.008399	0.189719	-0.0647042	0.188813	-0.000556258
0.00341459	-0.0163023	0.0154886	-0.0163077	0.00874384	0.121749	0.0155508	0.121139	-0.000222001	-0.00390871	-0.00841064	0.0427635	-0.008399	-0	-0.039019	0.0427023	-0.0388469	0.000183916
0.0649871	-0.18946	0.0248327	-0.189587	0.121749	1.86935	0.0259717	1.86009	-0.00391185	-0.0391873	-0.189857	0.664555	-0.189719	0.039019	-0	0.663979	-0.000324647	0.00157018
-0.0130162	-0.0700684	0.236391	-0.0700211	0.0155508	0.0259717	0.236202	0.0257278	0.000503367	-0.0236274	0.0646573	0.00041258	0.0647042	-0.0427023	-0.663979	-0	-0.660696	0.00141128
0.0646721	-0.188489	0.0245943	-0.188615	0.121139	1.86009	0.0257278	1.85088	-0.00389275	-0.0389819	-0.18895	0.661269	-0.188813	0.0388469	0.000324647	0.660696	-0	0.00156172
-0.00016891	0.000236998	0.000506234	0.000237379	-0.000222001	-0.00391185	0.000503367	-0.00389275	9.50495e-06	2.74179e-05	0.000556441	-0.00141153	0.000556258	-0.000183916	-0.00157018	-0.00141128	-0.00156172	-0
0	0.010572	-0.0236236	0.0105699	-0.00390871	-0.0391873	-0.0236274	-0.0389819	2.74179e-05	0.00308074	-0.00260652	-0.0130678	-0.00261382	0.00341459	0.0649871	-0.0130162	0.0646721	-0.00016891
-0.010572	0	0.0648313	2.68665e-05	-0.00841064	-0.189857	0.0646573	-0.18895	0.000556441	-0.00260652	0.0384846	-0.0700114	0.0384834	-0.0163023	-0.18946	-0.0700684	-0.188489	0.000236998
0.0236236	-0.0648313	0	-0.0648782	0.0427635	0.664555	0.00041258	0.661269	-0.00141153	-0.0130678	-0.0700114	0.23658	-0.069964	0.0154886	0.0248327	0.236391	0.0245943	0.000506234
-0.0105699	-2.68665e-05	0.0648782	0	-0.008399	-0.189719	0.0647042	-0.188813	0.000556258	-0.00261382	0.0384834	-0.069964	0.0384823	-0.0163077	-0.189587	-0.0700211	-0.188615	0.000237379
0.00390871	0.00841064	-0.0427635	0.008399	0	0.039019	-0.0427023	0.0388469	-0.000183916	0.00341459	-0.0163023	0.0154886	-0.0163077	0.00874384	0.121749	0.0155508	0.121139	-0.000222001
0.0391873	0.189857	-0.664555	0.189719	-0.039019	0	-0.663979	0.000324647	-0.00157018	0.0649871	-0.18946	0.0248327	-0.189587	0.121749	1.86935	0.0259717	1.86009	-0.00391185
0.0236274	-0.0646573	-0.00041258	-0.0647042	0.0427023	0.663979	0	0.660696	-0.00141128	-0.0130162	-0.0700684	0.236391	-0.0700211	0.0155508	0.0259717	0.236202	0.0257278	0.000503367
0.0389819	0.18895	-0.661269	0.188813	-0.0388469	-0.000324647	-0.660696	0	-0.00156172	0.0646721	-0.188489	0.0245943	-0.188615	0.121139	1.86009	0.0257278	1.85088	-0.00389275
-2.74179e-05	-0.000556441	0.00141153	-0.000556258	0.000183916	0.00157018	0.00141128	0.00156172	0	-0.00016891	0.000236998	0.000506234	0.000237379	-0.000222001	-0.00391185	0.000503367	-0.00389275	9.50495e-06


0.0197745	0.00264636	-0.000355721	0.00264765	-0.000438802	-0.000413062	-0.000355249	-0.000411331	1.02409e-06	-0	-0.00627931	0.000842505	-0.00627271	-0.00203182	0.000153918	0.000846192	0.000159899	-4.54981e-08
0.00264636	0	0	0	0	0	0	0	0	0.00627931	-0	-0	-0	-0	-0	-0	-0	-0
-0.000355721	0	0	0	0	0	0	0	0	-0.000842505	-0	-0	-0	-0	-0	-0	-0	-0
0.00264765	0	0	0	0	0	0	0	0	0.00627271	-0	-0	-0	-0	-0	-0	-0	-0
-0.000438802	0	0	0	0	0	0	0	0	0.00203182	-0	-0	-0	-0	-0	-0	-0	-0
-0.000413062	0	0	0	0	0	0	0	0	-0.000153918	-0	-0	-0	-0	-0	-0	-0	-0
-0.000355249	0	0	0	0	0	0	0	0	-0.000846192	-0	-0	-0	-0	-0	-0	-0	-0
-0.000411331	0	0	0	0	0	0	0	0	-0.000159899	-0	-0	-0	-0	-0	-0	-0	-0
1.02409e-06	0	0	0	0	0	0	0	0	4.54981e-08	-0	-0	-0	-0	-0	-0	-0	-0
0	0.00627931	-0.000842505	0.00627271	0.00203182	-0.000153918	-0.000846192	-0.000159899	4.54981e-08	0.0197745	0.00264636	-0.000355721	0.00264765	-0.000438802	-0.000413062	-0.000355249	-0.000411331	1.02409e-06
-0.00627931	0	0	0	0	0	0	0	0	0.00264636	0	0	0	0	0	0	0	0
0.000842505	0	0	0	0	0	0	0	0	-0.000355721	0	0	0	0	0	0	0	0
-0.00627271	0	0	0	0	0	0	0	0	0.00264765	0	0	0	0	0	0	0	0
-0.00203182	0	0	0	0	0	0	0	0	-0.000438802	0	0	0	0	0	0	0	0
0.000153918	0	0	0	0	0	0	0	0	-0.000413062	0	0	0	0	0	0	0	0
0.000846192	0	0	0	0	0	0	0	0	-0.000355249	0	0	0	0	0	0	0	0
0.000159899	0	0	0	0	0	0	0	0	-0.000411331	0	0	0	0	0	0	0	0
-4.54981e-08	0	0	0	0	0	0	0	0	1.02409e-06	0	0	0	0	0	0	0	0


0	0.0026455	0	0	0	0	0	0	0	-0	0.00627956	-0	-0	-0	-0	-0	-0	-0
0.0026455	0.0122342	0.00266237	-0.000585345	0.000216313	-0.000720969	-0.000318353	-0.000448837	2.38555e-06	-0.00627956	-0	-0.006274	-0.00207799	-0.00669164	-0.00228291	0.000208027	0.000460103	1.18533e-06
0	0.00266237	0	0	0	0	0	0	0	-0	0.006274	-0	-0	-0	-0	-0	-0	-0
0	-0.000585345	0	0	0	0	0	0	0	-0	0.00207799	-0	-0	-0	-0	-0	-0	-0
0	0.000216313	0	0	0	0	0	0	0	-0	0.00669164	-0	-0	-0	-0	-0	-0	-0
0	-0.000720969	0	0	0	0	0	0	0	-0	0.00228291	-0	-0	-0	-0	-0	-0	-0
0	-0.000318353	0	0	0	0	0	0	0	-0	-0.000208027	-0	-0	-0	-0	-0	-0	-0
0	-0.000448837	0	0	0	0	0	0	0	-0	-0.000460103	-0	-0	-0	-0	-0	-0	-0
